56.333118918 0.000000000
66.333118918 0.000000000
76.333118918 0.000000000
86.333118918 0.000000000
96.333118918 0.000000000
106.333118918 0.000000000
116.333118918 0.000000000
126.333118918 0.000000000
136.333118918 0.000000000
146.333118918 0.000000000
156.333118918 0.000000000
166.333118918 0.000000000
176.333118918 0.212800000
186.333118918 0.478800000
196.333118918 0.851200000
206.333118918 0.212800000
216.333118918 0.372400000
226.333118918 0.266000000
236.333118918 0.372400000
246.333118918 0.106400000
256.333118918 1.170400000
266.333118918 0.266000000
276.333118918 0.159600000
286.333118918 0.159600000
296.333118918 0.425600000
306.333118918 0.478800000
316.333118918 1.117200000
326.333118918 0.372400000
336.333118918 1.010800000
346.333118918 1.064000000
356.333118918 0.798000000
366.333118918 1.808800000
376.333118918 1.489600000
386.333118918 0.266000000
396.333118918 0.319200000
# Avg B/w=0.420KB/s
# Max B/w=1.809KB/s
