7.703020315 0.000000000
17.703020315 0.000000000
27.703020315 0.000000000
37.703020315 3.777200000
47.703020315 3.192000000
57.703020315 1.223600000
67.703020315 1.170400000
77.703020315 0.212800000
87.703020315 0.585200000
97.703020315 1.064000000
107.703020315 0.585200000
117.703020315 0.106400000
127.703020315 0.159600000
137.703020315 0.904400000
147.703020315 0.744800000
157.703020315 0.425600000
167.703020315 0.904400000
177.703020315 0.266000000
187.703020315 0.212800000
197.703020315 0.319200000
207.703020315 0.744800000
217.703020315 0.319200000
227.703020315 0.212800000
237.703020315 0.425600000
247.703020315 1.010800000
257.703020315 0.744800000
267.703020315 0.266000000
277.703020315 0.691600000
287.703020315 0.851200000
297.703020315 0.638400000
307.703020315 1.010800000
317.703020315 0.585200000
327.703020315 0.532000000
337.703020315 0.798000000
347.703020315 0.372400000
357.703020315 0.425600000
367.703020315 0.585200000
377.703020315 0.638400000
387.703020315 0.851200000
397.703020315 0.532000000
# Avg B/w=0.728KB/s
# Max B/w=3.777KB/s
