2.556838879 0.000000000
12.556838879 0.691600000
22.556838879 3.245200000
32.556838879 2.979200000
42.556838879 2.500400000
52.556838879 3.724000000
62.556838879 2.500400000
72.556838879 1.808800000
82.556838879 1.542800000
92.556838879 1.808800000
102.556838879 2.979200000
112.556838879 2.447200000
122.556838879 0.904400000
132.556838879 0.319200000
142.556838879 1.808800000
152.556838879 2.074800000
162.556838879 1.489600000
172.556838879 0.106400000
182.556838879 1.223600000
192.556838879 0.266000000
202.556838879 1.170400000
212.556838879 1.223600000
222.556838879 1.489600000
232.556838879 1.170400000
242.556838879 0.798000000
252.556838879 0.851200000
262.556838879 1.010800000
272.556838879 0.532000000
282.556838879 0.372400000
292.556838879 0.638400000
302.556838879 1.383200000
312.556838879 1.330000000
322.556838879 1.170400000
332.556838879 1.755600000
342.556838879 1.436400000
352.556838879 1.862000000
362.556838879 1.436400000
372.556838879 2.340800000
382.556838879 0.851200000
392.556838879 1.010800000
# Avg B/w=1.495KB/s
# Max B/w=3.724KB/s
