56.333118918 0.000000000
66.333118918 0.957600000
76.333118918 1.383200000
86.333118918 0.851200000
96.333118918 0.904400000
106.333118918 1.436400000
116.333118918 0.266000000
126.333118918 0.372400000
136.333118918 0.372400000
146.333118918 0.000000000
156.333118918 0.159600000
166.333118918 0.000000000
176.333118918 0.478800000
186.333118918 0.532000000
196.333118918 0.691600000
206.333118918 0.798000000
216.333118918 0.691600000
226.333118918 0.053200000
236.333118918 0.425600000
246.333118918 0.478800000
256.333118918 0.106400000
266.333118918 0.372400000
276.333118918 0.319200000
286.333118918 1.170400000
296.333118918 0.212800000
306.333118918 0.319200000
316.333118918 0.266000000
326.333118918 0.638400000
336.333118918 1.117200000
346.333118918 0.478800000
356.333118918 0.478800000
366.333118918 1.383200000
376.333118918 0.585200000
386.333118918 1.489600000
396.333118918 1.542800000
# Avg B/w=0.635KB/s
# Max B/w=1.543KB/s
