55.634230383 0.000000000
65.634230383 0.532000000
75.634230383 0.372400000
85.634230383 0.425600000
95.634230383 0.532000000
105.634230383 0.212800000
115.634230383 0.159600000
125.634230383 0.372400000
135.634230383 0.691600000
145.634230383 0.478800000
155.634230383 0.106400000
165.634230383 0.744800000
175.634230383 1.542800000
185.634230383 3.245200000
195.634230383 2.553600000
205.634230383 1.436400000
215.634230383 0.691600000
225.634230383 1.862000000
235.634230383 2.872800000
245.634230383 1.117200000
255.634230383 0.638400000
265.634230383 0.000000000
275.634230383 0.425600000
285.634230383 0.478800000
295.634230383 1.276800000
305.634230383 2.021600000
315.634230383 1.596000000
325.634230383 2.021600000
335.634230383 1.170400000
345.634230383 1.276800000
355.634230383 1.862000000
365.634230383 1.223600000
375.634230383 1.223600000
385.634230383 0.159600000
395.634230383 0.266000000
# Avg B/w=1.037KB/s
# Max B/w=3.245KB/s
